<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,23/10/18,11:22,110540,110670,110540,110600,1908
SPFB.RTS-12.18,1,23/10/18,11:23,110600,110670,110580,110670,1112
SPFB.RTS-12.18,1,23/10/18,11:24,110660,110670,110590,110640,647
SPFB.RTS-12.18,1,23/10/18,11:25,110660,110710,110600,110680,1007
SPFB.RTS-12.18,1,23/10/18,11:26,110680,110690,110590,110600,584
SPFB.RTS-12.18,1,23/10/18,11:27,110590,110630,110560,110600,485
SPFB.RTS-12.18,1,23/10/18,11:28,110600,110610,110390,110410,1149
SPFB.RTS-12.18,1,23/10/18,11:29,110400,110490,110390,110450,807
SPFB.RTS-12.18,1,23/10/18,11:30,110460,110480,110380,110400,861
SPFB.RTS-12.18,1,23/10/18,11:31,110400,110480,110280,110470,2846
SPFB.RTS-12.18,1,23/10/18,11:32,110470,110470,110410,110440,565
SPFB.RTS-12.18,1,23/10/18,11:33,110440,110550,110420,110540,1141
SPFB.RTS-12.18,1,23/10/18,11:34,110550,110700,110530,110650,1674
SPFB.RTS-12.18,1,23/10/18,11:35,110660,110700,110630,110680,1283
SPFB.RTS-12.18,1,23/10/18,11:36,110680,110690,110570,110690,993
SPFB.RTS-12.18,1,23/10/18,11:37,110680,110680,110620,110650,426
SPFB.RTS-12.18,1,23/10/18,11:38,110640,110690,110570,110600,565
SPFB.RTS-12.18,1,23/10/18,11:39,110620,110650,110600,110630,427
SPFB.RTS-12.18,1,23/10/18,11:40,110640,110650,110560,110570,560
SPFB.RTS-12.18,1,23/10/18,11:41,110570,110650,110560,110640,311
SPFB.RTS-12.18,1,23/10/18,11:42,110660,110690,110600,110620,511
SPFB.RTS-12.18,1,23/10/18,11:43,110630,110790,110580,110730,1399
SPFB.RTS-12.18,1,23/10/18,11:44,110720,110780,110700,110770,382
SPFB.RTS-12.18,1,23/10/18,11:45,110770,110860,110720,110840,1623
SPFB.RTS-12.18,1,23/10/18,11:46,110850,110890,110800,110820,970
SPFB.RTS-12.18,1,23/10/18,11:47,110820,110840,110730,110730,593
SPFB.RTS-12.18,1,23/10/18,11:48,110730,110760,110710,110710,606
SPFB.RTS-12.18,1,23/10/18,11:49,110710,110790,110710,110770,840
SPFB.RTS-12.18,1,23/10/18,11:50,110770,110800,110720,110720,731
SPFB.RTS-12.18,1,23/10/18,11:51,110730,110770,110710,110720,632
SPFB.RTS-12.18,1,23/10/18,11:52,110720,110760,110700,110700,534
SPFB.RTS-12.18,1,23/10/18,11:53,110700,110740,110700,110730,420
SPFB.RTS-12.18,1,23/10/18,11:54,110730,110800,110710,110780,630
SPFB.RTS-12.18,1,23/10/18,11:55,110770,110790,110740,110740,67
SPFB.RTS-12.18,1,23/10/18,11:56,110740,110750,110670,110730,324
SPFB.RTS-12.18,1,23/10/18,11:57,110720,110740,110690,110710,391
SPFB.RTS-12.18,1,23/10/18,11:58,110710,110720,110650,110660,467
SPFB.RTS-12.18,1,23/10/18,11:59,110660,110710,110650,110670,320
SPFB.RTS-12.18,1,23/10/18,12:00,110670,110680,110600,110610,580
SPFB.RTS-12.18,1,23/10/18,12:01,110600,110660,110590,110600,913
SPFB.RTS-12.18,1,23/10/18,12:02,110610,110630,110540,110580,905
SPFB.RTS-12.18,1,23/10/18,12:03,110580,110580,110520,110540,456
SPFB.RTS-12.18,1,23/10/18,12:04,110550,110560,110440,110450,702
SPFB.RTS-12.18,1,23/10/18,12:05,110450,110500,110410,110500,855
SPFB.RTS-12.18,1,23/10/18,12:06,110500,110510,110430,110470,1024
SPFB.RTS-12.18,1,23/10/18,12:07,110470,110510,110460,110470,729
SPFB.RTS-12.18,1,23/10/18,12:08,110470,110510,110450,110510,609
SPFB.RTS-12.18,1,23/10/18,12:09,110510,110600,110510,110580,918
SPFB.RTS-12.18,1,23/10/18,12:10,110580,110600,110500,110520,542
SPFB.RTS-12.18,1,23/10/18,12:11,110520,110590,110500,110580,415
SPFB.RTS-12.18,1,23/10/18,12:12,110580,110630,110570,110590,665
SPFB.RTS-12.18,1,23/10/18,12:13,110590,110670,110580,110610,633
SPFB.RTS-12.18,1,23/10/18,12:14,110610,110660,110570,110600,537
SPFB.RTS-12.18,1,23/10/18,12:15,110600,110640,110560,110630,463
SPFB.RTS-12.18,1,23/10/18,12:16,110610,110630,110500,110520,675
SPFB.RTS-12.18,1,23/10/18,12:17,110510,110550,110500,110510,418
SPFB.RTS-12.18,1,23/10/18,12:18,110500,110530,110360,110390,1706
SPFB.RTS-12.18,1,23/10/18,12:19,110400,110460,110390,110390,750
SPFB.RTS-12.18,1,23/10/18,12:20,110400,110450,110330,110340,799
SPFB.RTS-12.18,1,23/10/18,12:21,110340,110440,110310,110440,743
SPFB.RTS-12.18,1,23/10/18,12:22,110450,110650,110450,110640,1461
SPFB.RTS-12.18,1,23/10/18,12:23,110650,110680,110620,110630,1206
SPFB.RTS-12.18,1,23/10/18,12:24,110620,110660,110590,110590,1735
SPFB.RTS-12.18,1,23/10/18,12:25,110590,110600,110510,110510,967
SPFB.RTS-12.18,1,23/10/18,12:26,110520,110530,110410,110430,1465
SPFB.RTS-12.18,1,23/10/18,12:27,110440,110440,110220,110260,3173
SPFB.RTS-12.18,1,23/10/18,12:28,110270,110350,110250,110330,1361
SPFB.RTS-12.18,1,23/10/18,12:29,110330,110380,110230,110310,621
SPFB.RTS-12.18,1,23/10/18,12:30,110280,110300,110130,110140,2368
SPFB.RTS-12.18,1,23/10/18,12:31,110140,110250,110110,110230,1541
SPFB.RTS-12.18,1,23/10/18,12:32,110220,110230,110160,110180,494
SPFB.RTS-12.18,1,23/10/18,12:33,110180,110230,110150,110160,337
SPFB.RTS-12.18,1,23/10/18,12:34,110160,110220,110150,110210,603
SPFB.RTS-12.18,1,23/10/18,12:35,110200,110230,110180,110230,368
SPFB.RTS-12.18,1,23/10/18,12:36,110230,110230,110180,110200,209
SPFB.RTS-12.18,1,23/10/18,12:37,110180,110200,110120,110140,507
SPFB.RTS-12.18,1,23/10/18,12:38,110130,110180,110130,110150,397
SPFB.RTS-12.18,1,23/10/18,12:39,110160,110310,110150,110290,1208
SPFB.RTS-12.18,1,23/10/18,12:40,110310,110380,110300,110350,1051
SPFB.RTS-12.18,1,23/10/18,12:41,110340,110340,110270,110300,362
SPFB.RTS-12.18,1,23/10/18,12:42,110300,110310,110250,110260,290
SPFB.RTS-12.18,1,23/10/18,12:43,110250,110300,110250,110260,230
SPFB.RTS-12.18,1,23/10/18,12:44,110270,110340,110260,110280,231
SPFB.RTS-12.18,1,23/10/18,12:45,110280,110290,110190,110290,474
SPFB.RTS-12.18,1,23/10/18,12:46,110280,110320,110260,110270,318
SPFB.RTS-12.18,1,23/10/18,12:47,110270,110340,110270,110330,210
SPFB.RTS-12.18,1,23/10/18,12:48,110320,110350,110280,110350,158
SPFB.RTS-12.18,1,23/10/18,12:49,110350,110380,110320,110340,251
SPFB.RTS-12.18,1,23/10/18,12:50,110340,110390,110320,110390,184
SPFB.RTS-12.18,1,23/10/18,12:51,110390,110470,110300,110460,1597
SPFB.RTS-12.18,1,23/10/18,12:52,110460,110480,110410,110430,456
SPFB.RTS-12.18,1,23/10/18,12:53,110430,110510,110430,110510,662
SPFB.RTS-12.18,1,23/10/18,12:54,110510,110520,110440,110440,454
SPFB.RTS-12.18,1,23/10/18,12:55,110440,110470,110430,110470,402
SPFB.RTS-12.18,1,23/10/18,12:56,110480,110490,110430,110490,413
SPFB.RTS-12.18,1,23/10/18,12:57,110490,110560,110450,110480,820
SPFB.RTS-12.18,1,23/10/18,12:58,110470,110500,110400,110410,570
SPFB.RTS-12.18,1,23/10/18,12:59,110400,110510,110400,110500,399
SPFB.RTS-12.18,1,23/10/18,13:00,110500,110600,110500,110560,750
SPFB.RTS-12.18,1,23/10/18,13:01,110560,110630,110550,110580,1266
SPFB.RTS-12.18,1,23/10/18,13:02,110580,110620,110550,110550,630
SPFB.RTS-12.18,1,23/10/18,13:03,110550,110550,110470,110530,698
SPFB.RTS-12.18,1,23/10/18,13:04,110520,110530,110450,110470,690
SPFB.RTS-12.18,1,23/10/18,13:05,110480,110550,110470,110520,466
SPFB.RTS-12.18,1,23/10/18,13:06,110540,110570,110520,110570,134
SPFB.RTS-12.18,1,23/10/18,13:07,110560,110610,110460,110490,770
SPFB.RTS-12.18,1,23/10/18,13:08,110490,110520,110400,110420,737
SPFB.RTS-12.18,1,23/10/18,13:09,110430,110530,110410,110530,347
SPFB.RTS-12.18,1,23/10/18,13:10,110530,110580,110530,110570,235
SPFB.RTS-12.18,1,23/10/18,13:11,110570,110710,110560,110660,1550
SPFB.RTS-12.18,1,23/10/18,13:12,110660,110700,110620,110630,587
SPFB.RTS-12.18,1,23/10/18,13:13,110640,110660,110620,110630,401
SPFB.RTS-12.18,1,23/10/18,13:14,110620,110640,110580,110620,546
SPFB.RTS-12.18,1,23/10/18,13:15,110610,110720,110600,110690,533
SPFB.RTS-12.18,1,23/10/18,13:16,110680,110780,110670,110720,1018
SPFB.RTS-12.18,1,23/10/18,13:17,110730,110760,110680,110700,444
SPFB.RTS-12.18,1,23/10/18,13:18,110690,110740,110670,110730,311
SPFB.RTS-12.18,1,23/10/18,13:19,110720,110760,110670,110730,596
SPFB.RTS-12.18,1,23/10/18,13:20,110730,110820,110720,110790,572
SPFB.RTS-12.18,1,23/10/18,13:21,110800,110830,110780,110790,695
SPFB.RTS-12.18,1,23/10/18,13:22,110790,110850,110780,110830,1321
SPFB.RTS-12.18,1,23/10/18,13:23,110820,110940,110810,110900,1820
SPFB.RTS-12.18,1,23/10/18,13:24,110890,110940,110880,110910,605
SPFB.RTS-12.18,1,23/10/18,13:25,110910,110910,110830,110850,504
SPFB.RTS-12.18,1,23/10/18,13:26,110850,110860,110800,110800,510
SPFB.RTS-12.18,1,23/10/18,13:27,110800,110820,110750,110770,415
SPFB.RTS-12.18,1,23/10/18,13:28,110760,110790,110660,110720,1294
SPFB.RTS-12.18,1,23/10/18,13:29,110720,110790,110710,110770,355
SPFB.RTS-12.18,1,23/10/18,13:30,110760,110810,110730,110760,226
SPFB.RTS-12.18,1,23/10/18,13:31,110760,110810,110620,110670,956
SPFB.RTS-12.18,1,23/10/18,13:32,110660,110680,110600,110650,757
SPFB.RTS-12.18,1,23/10/18,13:33,110650,110660,110600,110650,273
SPFB.RTS-12.18,1,23/10/18,13:34,110650,110670,110550,110560,745
SPFB.RTS-12.18,1,23/10/18,13:35,110560,110580,110510,110570,983
SPFB.RTS-12.18,1,23/10/18,13:36,110570,110650,110570,110620,504
SPFB.RTS-12.18,1,23/10/18,13:37,110620,110620,110560,110620,432
SPFB.RTS-12.18,1,23/10/18,13:38,110630,110700,110600,110700,675
SPFB.RTS-12.18,1,23/10/18,13:39,110690,110710,110630,110660,397
SPFB.RTS-12.18,1,23/10/18,13:40,110660,110690,110660,110670,229
SPFB.RTS-12.18,1,23/10/18,13:41,110680,110700,110610,110640,440
SPFB.RTS-12.18,1,23/10/18,13:42,110650,110650,110620,110630,216
SPFB.RTS-12.18,1,23/10/18,13:43,110620,110640,110590,110640,454
SPFB.RTS-12.18,1,23/10/18,13:44,110630,110740,110630,110700,415
SPFB.RTS-12.18,1,23/10/18,13:45,110700,110720,110660,110670,87
SPFB.RTS-12.18,1,23/10/18,13:46,110660,110710,110620,110690,325
SPFB.RTS-12.18,1,23/10/18,13:47,110690,110700,110670,110670,104
SPFB.RTS-12.18,1,23/10/18,13:48,110660,110690,110660,110660,88
SPFB.RTS-12.18,1,23/10/18,13:49,110650,110690,110560,110560,538
SPFB.RTS-12.18,1,23/10/18,13:50,110560,110620,110560,110600,208
SPFB.RTS-12.18,1,23/10/18,13:51,110600,110670,110590,110630,154
SPFB.RTS-12.18,1,23/10/18,13:52,110630,110690,110550,110630,849
SPFB.RTS-12.18,1,23/10/18,13:53,110630,110690,110580,110650,612
SPFB.RTS-12.18,1,23/10/18,13:54,110650,110680,110620,110630,481
SPFB.RTS-12.18,1,23/10/18,13:55,110620,110740,110620,110680,888
SPFB.RTS-12.18,1,23/10/18,13:56,110670,110670,110610,110620,396
SPFB.RTS-12.18,1,23/10/18,13:57,110620,110690,110590,110660,376
SPFB.RTS-12.18,1,23/10/18,13:58,110660,110690,110600,110650,729
SPFB.RTS-12.18,1,23/10/18,13:59,110650,110650,110580,110630,400
SPFB.RTS-12.18,1,23/10/18,14:00,110630,110660,110610,110640,192
SPFB.RTS-12.18,1,23/10/18,14:06,110640,110840,110630,110830,1740
SPFB.RTS-12.18,1,23/10/18,14:07,110830,110880,110780,110850,1464
SPFB.RTS-12.18,1,23/10/18,14:08,110840,110850,110740,110740,716
SPFB.RTS-12.18,1,23/10/18,14:09,110740,110810,110740,110810,431
SPFB.RTS-12.18,1,23/10/18,14:10,110800,110880,110770,110860,567
SPFB.RTS-12.18,1,23/10/18,14:11,110850,110930,110850,110850,808
SPFB.RTS-12.18,1,23/10/18,14:12,110860,110890,110810,110890,358
SPFB.RTS-12.18,1,23/10/18,14:13,110880,110880,110850,110850,219
SPFB.RTS-12.18,1,23/10/18,14:14,110850,110900,110840,110840,396
SPFB.RTS-12.18,1,23/10/18,14:15,110860,110980,110860,110980,596
SPFB.RTS-12.18,1,23/10/18,14:16,110980,111000,110950,110970,1090
SPFB.RTS-12.18,1,23/10/18,14:17,110980,111000,110910,110940,565
SPFB.RTS-12.18,1,23/10/18,14:18,110940,111000,110930,111000,590
SPFB.RTS-12.18,1,23/10/18,14:19,110990,111120,110980,111050,2133
SPFB.RTS-12.18,1,23/10/18,14:20,111060,111130,111030,111100,634
SPFB.RTS-12.18,1,23/10/18,14:21,111100,111310,111090,111260,2112
SPFB.RTS-12.18,1,23/10/18,14:22,111260,111290,111200,111220,1273
SPFB.RTS-12.18,1,23/10/18,14:23,111220,111270,111220,111220,745
SPFB.RTS-12.18,1,23/10/18,14:24,111220,111230,111160,111170,876
SPFB.RTS-12.18,1,23/10/18,14:25,111170,111220,111140,111180,666
SPFB.RTS-12.18,1,23/10/18,14:26,111200,111210,111130,111170,581
SPFB.RTS-12.18,1,23/10/18,14:27,111170,111190,111100,111110,649
SPFB.RTS-12.18,1,23/10/18,14:28,111130,111180,111130,111160,370
SPFB.RTS-12.18,1,23/10/18,14:29,111160,111210,111150,111180,239
SPFB.RTS-12.18,1,23/10/18,14:30,111200,111330,111200,111290,1530
SPFB.RTS-12.18,1,23/10/18,14:31,111290,111320,111220,111230,722
SPFB.RTS-12.18,1,23/10/18,14:32,111220,111270,111200,111250,576
SPFB.RTS-12.18,1,23/10/18,14:33,111250,111280,111230,111260,349
SPFB.RTS-12.18,1,23/10/18,14:34,111270,111310,111230,111240,709
SPFB.RTS-12.18,1,23/10/18,14:35,111250,111260,111170,111200,692
SPFB.RTS-12.18,1,23/10/18,14:36,111200,111220,111090,111120,1082
SPFB.RTS-12.18,1,23/10/18,14:37,111110,111140,111090,111110,648
SPFB.RTS-12.18,1,23/10/18,14:38,111120,111150,111100,111120,329
SPFB.RTS-12.18,1,23/10/18,14:39,111120,111160,111090,111100,431
SPFB.RTS-12.18,1,23/10/18,14:40,111090,111100,110990,111020,1718
SPFB.RTS-12.18,1,23/10/18,14:41,111030,111100,111020,111070,811
SPFB.RTS-12.18,1,23/10/18,14:42,111070,111120,111020,111020,519
SPFB.RTS-12.18,1,23/10/18,14:43,111020,111030,110880,110910,1567
SPFB.RTS-12.18,1,23/10/18,14:44,110910,110950,110870,110930,888
SPFB.RTS-12.18,1,23/10/18,14:45,110930,110950,110870,110870,637
SPFB.RTS-12.18,1,23/10/18,14:46,110870,110920,110760,110770,1124
SPFB.RTS-12.18,1,23/10/18,14:47,110770,110860,110740,110810,1155
SPFB.RTS-12.18,1,23/10/18,14:48,110810,110900,110790,110900,516
SPFB.RTS-12.18,1,23/10/18,14:49,110890,110920,110870,110870,689
SPFB.RTS-12.18,1,23/10/18,14:50,110890,110950,110860,110930,491
SPFB.RTS-12.18,1,23/10/18,14:51,110920,110970,110920,110960,643
SPFB.RTS-12.18,1,23/10/18,14:52,110940,110990,110930,110990,581
SPFB.RTS-12.18,1,23/10/18,14:53,110990,110990,110890,110930,279
SPFB.RTS-12.18,1,23/10/18,14:54,110930,111080,110920,111080,1045
SPFB.RTS-12.18,1,23/10/18,14:55,111070,111170,111050,111160,1325
SPFB.RTS-12.18,1,23/10/18,14:56,111150,111170,111100,111120,620
SPFB.RTS-12.18,1,23/10/18,14:57,111110,111140,111080,111120,479
SPFB.RTS-12.18,1,23/10/18,14:58,111110,111190,111090,111130,720
SPFB.RTS-12.18,1,23/10/18,14:59,111150,111170,111120,111150,206
SPFB.RTS-12.18,1,23/10/18,15:00,111140,111150,111110,111140,146
SPFB.RTS-12.18,1,23/10/18,15:01,111130,111220,111120,111160,817
SPFB.RTS-12.18,1,23/10/18,15:02,111170,111260,111170,111250,498
SPFB.RTS-12.18,1,23/10/18,15:03,111250,111290,111230,111250,410
SPFB.RTS-12.18,1,23/10/18,15:04,111250,111280,111190,111200,532
SPFB.RTS-12.18,1,23/10/18,15:05,111210,111230,111130,111190,512
SPFB.RTS-12.18,1,23/10/18,15:06,111190,111240,111180,111240,487
SPFB.RTS-12.18,1,23/10/18,15:07,111240,111320,111240,111270,893
SPFB.RTS-12.18,1,23/10/18,15:08,111270,111390,111250,111370,1537
SPFB.RTS-12.18,1,23/10/18,15:09,111370,111370,111260,111270,629
SPFB.RTS-12.18,1,23/10/18,15:10,111280,111300,111260,111280,294
SPFB.RTS-12.18,1,23/10/18,15:11,111270,111360,111250,111350,461
SPFB.RTS-12.18,1,23/10/18,15:12,111330,111350,111280,111290,306
SPFB.RTS-12.18,1,23/10/18,15:13,111300,111320,111200,111220,536
SPFB.RTS-12.18,1,23/10/18,15:14,111220,111240,111150,111160,811
SPFB.RTS-12.18,1,23/10/18,15:15,111170,111210,111010,111090,1787
SPFB.RTS-12.18,1,23/10/18,15:16,111090,111240,111030,111210,1043
SPFB.RTS-12.18,1,23/10/18,15:17,111210,111210,111170,111200,277
SPFB.RTS-12.18,1,23/10/18,15:18,111200,111240,111170,111230,527
SPFB.RTS-12.18,1,23/10/18,15:19,111220,111240,111200,111240,263
SPFB.RTS-12.18,1,23/10/18,15:20,111240,111350,111220,111340,992
SPFB.RTS-12.18,1,23/10/18,15:21,111340,111350,111290,111310,688
SPFB.RTS-12.18,1,23/10/18,15:22,111310,111330,111260,111280,247
SPFB.RTS-12.18,1,23/10/18,15:23,111280,111290,111240,111270,181
SPFB.RTS-12.18,1,23/10/18,15:24,111270,111300,111260,111270,206
SPFB.RTS-12.18,1,23/10/18,15:25,111270,111320,111250,111310,217
SPFB.RTS-12.18,1,23/10/18,15:26,111300,111370,111300,111330,479
SPFB.RTS-12.18,1,23/10/18,15:27,111330,111350,111220,111220,489
SPFB.RTS-12.18,1,23/10/18,15:28,111220,111240,111150,111210,578
SPFB.RTS-12.18,1,23/10/18,15:29,111220,111230,111160,111200,416
SPFB.RTS-12.18,1,23/10/18,15:30,111200,111260,111190,111250,201
SPFB.RTS-12.18,1,23/10/18,15:31,111250,111260,111200,111250,343
SPFB.RTS-12.18,1,23/10/18,15:32,111260,111270,111260,111270,213
SPFB.RTS-12.18,1,23/10/18,15:33,111270,111380,111260,111360,1035
SPFB.RTS-12.18,1,23/10/18,15:34,111370,111500,111330,111490,2215
SPFB.RTS-12.18,1,23/10/18,15:35,111480,111530,111460,111510,1044
SPFB.RTS-12.18,1,23/10/18,15:36,111510,111570,111510,111530,1097
SPFB.RTS-12.18,1,23/10/18,15:37,111540,111540,111490,111490,904
SPFB.RTS-12.18,1,23/10/18,15:38,111490,111510,111470,111490,485
SPFB.RTS-12.18,1,23/10/18,15:39,111490,111560,111480,111520,511
SPFB.RTS-12.18,1,23/10/18,15:40,111510,111550,111470,111490,737
SPFB.RTS-12.18,1,23/10/18,15:41,111500,111530,111480,111500,523
SPFB.RTS-12.18,1,23/10/18,15:42,111510,111700,111510,111650,2153
SPFB.RTS-12.18,1,23/10/18,15:43,111640,111690,111600,111690,808
SPFB.RTS-12.18,1,23/10/18,15:44,111690,111690,111640,111650,349
SPFB.RTS-12.18,1,23/10/18,15:45,111660,111710,111650,111680,518
SPFB.RTS-12.18,1,23/10/18,15:46,111680,111690,111600,111650,595
SPFB.RTS-12.18,1,23/10/18,15:47,111660,111690,111620,111630,349
SPFB.RTS-12.18,1,23/10/18,15:48,111630,111640,111570,111600,489
SPFB.RTS-12.18,1,23/10/18,15:49,111610,111620,111560,111570,337
SPFB.RTS-12.18,1,23/10/18,15:50,111560,111560,111500,111540,676
SPFB.RTS-12.18,1,23/10/18,15:51,111550,111590,111540,111550,396
SPFB.RTS-12.18,1,23/10/18,15:52,111570,111590,111520,111590,399
SPFB.RTS-12.18,1,23/10/18,15:53,111590,111630,111540,111550,541
SPFB.RTS-12.18,1,23/10/18,15:54,111560,111640,111540,111610,457
SPFB.RTS-12.18,1,23/10/18,15:55,111610,111610,111530,111560,517
SPFB.RTS-12.18,1,23/10/18,15:56,111560,111590,111480,111510,1151
SPFB.RTS-12.18,1,23/10/18,15:57,111520,111580,111500,111500,696
SPFB.RTS-12.18,1,23/10/18,15:58,111510,111520,111500,111510,377
SPFB.RTS-12.18,1,23/10/18,15:59,111500,111570,111480,111570,764
SPFB.RTS-12.18,1,23/10/18,16:00,111570,111650,111560,111590,1053
SPFB.RTS-12.18,1,23/10/18,16:01,111590,111600,111430,111490,1117
SPFB.RTS-12.18,1,23/10/18,16:02,111490,111490,111340,111380,1450
SPFB.RTS-12.18,1,23/10/18,16:03,111370,111380,111260,111260,1518
SPFB.RTS-12.18,1,23/10/18,16:04,111260,111320,111240,111300,1187
SPFB.RTS-12.18,1,23/10/18,16:05,111300,111310,111240,111270,619
SPFB.RTS-12.18,1,23/10/18,16:06,111270,111290,111210,111270,1458
SPFB.RTS-12.18,1,23/10/18,16:07,111280,111340,111260,111280,1191
SPFB.RTS-12.18,1,23/10/18,16:08,111270,111320,111270,111270,529
SPFB.RTS-12.18,1,23/10/18,16:09,111270,111320,111270,111300,331
SPFB.RTS-12.18,1,23/10/18,16:10,111310,111420,111300,111380,1353
SPFB.RTS-12.18,1,23/10/18,16:11,111380,111400,111300,111300,806
SPFB.RTS-12.18,1,23/10/18,16:12,111310,111320,111220,111230,821
SPFB.RTS-12.18,1,23/10/18,16:13,111240,111330,111220,111220,893
SPFB.RTS-12.18,1,23/10/18,16:14,111230,111310,111220,111270,627
SPFB.RTS-12.18,1,23/10/18,16:15,111260,111290,111170,111170,1204
SPFB.RTS-12.18,1,23/10/18,16:16,111170,111170,111020,111030,3141
SPFB.RTS-12.18,1,23/10/18,16:17,111020,111060,110970,110980,1558
SPFB.RTS-12.18,1,23/10/18,16:18,110970,111000,110940,110960,761
SPFB.RTS-12.18,1,23/10/18,16:19,110950,110970,110890,110940,1034
SPFB.RTS-12.18,1,23/10/18,16:20,110930,111000,110920,110990,1196
SPFB.RTS-12.18,1,23/10/18,16:21,110980,111010,110900,110980,1581
SPFB.RTS-12.18,1,23/10/18,16:22,110980,111140,110970,111130,1509
SPFB.RTS-12.18,1,23/10/18,16:23,111120,111140,111060,111120,1188
SPFB.RTS-12.18,1,23/10/18,16:24,111110,111170,111100,111120,902
SPFB.RTS-12.18,1,23/10/18,16:25,111130,111170,111100,111130,644
SPFB.RTS-12.18,1,23/10/18,16:26,111120,111140,111040,111090,1217
SPFB.RTS-12.18,1,23/10/18,16:27,111090,111100,110970,111020,882
SPFB.RTS-12.18,1,23/10/18,16:28,111010,111060,111010,111040,539
SPFB.RTS-12.18,1,23/10/18,16:29,111040,111060,110970,110990,538
SPFB.RTS-12.18,1,23/10/18,16:30,110990,111120,110970,111120,596
SPFB.RTS-12.18,1,23/10/18,16:31,111120,111130,110870,110940,1999
SPFB.RTS-12.18,1,23/10/18,16:32,110950,111190,110940,111150,2429
SPFB.RTS-12.18,1,23/10/18,16:33,111140,111380,111120,111330,2501
SPFB.RTS-12.18,1,23/10/18,16:34,111340,111340,111140,111160,991
SPFB.RTS-12.18,1,23/10/18,16:35,111170,111260,111050,111230,1200
SPFB.RTS-12.18,1,23/10/18,16:36,111220,111350,111120,111330,2823
SPFB.RTS-12.18,1,23/10/18,16:37,111320,111410,111280,111360,2231
SPFB.RTS-12.18,1,23/10/18,16:38,111350,111450,111340,111430,1993
SPFB.RTS-12.18,1,23/10/18,16:39,111440,111470,111390,111460,1351
SPFB.RTS-12.18,1,23/10/18,16:40,111440,111460,111370,111380,1351
SPFB.RTS-12.18,1,23/10/18,16:41,111380,111380,111210,111220,2153
SPFB.RTS-12.18,1,23/10/18,16:42,111220,111350,111210,111240,1922
SPFB.RTS-12.18,1,23/10/18,16:43,111240,111250,111110,111210,2082
SPFB.RTS-12.18,1,23/10/18,16:44,111200,111270,111140,111260,2133
SPFB.RTS-12.18,1,23/10/18,16:45,111270,111270,111110,111120,1025
SPFB.RTS-12.18,1,23/10/18,16:46,111120,111210,111070,111150,1578
SPFB.RTS-12.18,1,23/10/18,16:47,111140,111210,111100,111180,932
SPFB.RTS-12.18,1,23/10/18,16:48,111170,111200,111110,111190,961
SPFB.RTS-12.18,1,23/10/18,16:49,111180,111340,111170,111280,1155
SPFB.RTS-12.18,1,23/10/18,16:50,111280,111380,111270,111290,1078
SPFB.RTS-12.18,1,23/10/18,16:51,111300,111310,111160,111170,1066
SPFB.RTS-12.18,1,23/10/18,16:52,111170,111240,111140,111220,530
SPFB.RTS-12.18,1,23/10/18,16:53,111230,111280,111150,111180,766
SPFB.RTS-12.18,1,23/10/18,16:54,111180,111230,111160,111200,316
SPFB.RTS-12.18,1,23/10/18,16:55,111200,111250,111110,111130,643
SPFB.RTS-12.18,1,23/10/18,16:56,111140,111210,111100,111160,958
SPFB.RTS-12.18,1,23/10/18,16:57,111170,111250,111160,111220,612
SPFB.RTS-12.18,1,23/10/18,16:58,111220,111230,111180,111190,412
SPFB.RTS-12.18,1,23/10/18,16:59,111190,111200,111130,111170,238
SPFB.RTS-12.18,1,23/10/18,17:00,111170,111170,111050,111060,911
SPFB.RTS-12.18,1,23/10/18,17:01,111070,111180,111050,111170,1157
SPFB.RTS-12.18,1,23/10/18,17:02,111170,111180,111000,111010,1131
SPFB.RTS-12.18,1,23/10/18,17:03,111010,111020,110860,110860,2291
SPFB.RTS-12.18,1,23/10/18,17:04,110860,110870,110720,110750,2669
SPFB.RTS-12.18,1,23/10/18,17:05,110750,110810,110680,110700,2284
SPFB.RTS-12.18,1,23/10/18,17:06,110700,110790,110680,110790,1623
SPFB.RTS-12.18,1,23/10/18,17:07,110800,110800,110600,110670,3017
SPFB.RTS-12.18,1,23/10/18,17:08,110660,110690,110570,110600,1722
SPFB.RTS-12.18,1,23/10/18,17:09,110600,110670,110580,110640,1607
SPFB.RTS-12.18,1,23/10/18,17:10,110630,110640,110530,110570,1630
SPFB.RTS-12.18,1,23/10/18,17:11,110580,110670,110500,110630,2722
SPFB.RTS-12.18,1,23/10/18,17:12,110650,110660,110600,110630,501
SPFB.RTS-12.18,1,23/10/18,17:13,110620,110630,110530,110580,1739
SPFB.RTS-12.18,1,23/10/18,17:14,110570,110580,110450,110460,2109
SPFB.RTS-12.18,1,23/10/18,17:15,110470,110490,110310,110390,2303
SPFB.RTS-12.18,1,23/10/18,17:16,110390,110460,110350,110430,1705
SPFB.RTS-12.18,1,23/10/18,17:17,110430,110470,110380,110460,737
SPFB.RTS-12.18,1,23/10/18,17:18,110460,110530,110420,110450,1010
SPFB.RTS-12.18,1,23/10/18,17:19,110440,110500,110390,110500,1002
SPFB.RTS-12.18,1,23/10/18,17:20,110480,110500,110440,110440,898
